,tc,a_50,k_50
0,0.145,859.0,0.0035905057603796697
1,0.145,860.0,0.003590505755926343
2,0.145,861.0,0.0035905057530549733
3,0.14666666666666667,862.0,0.0035905057512378713
4,0.14833333333333334,863.0,0.003590505750117101
5,0.14833333333333334,864.0,0.0035905057494510784
6,0.14833333333333334,865.0,0.003590505749593187
7,0.15,866.0,0.003590505749428652
8,0.15,867.0,0.003590505749435091
9,0.15,868.0,0.00359050574926012
10,0.15,869.0,0.0035905057491577574
11,0.15,870.0,0.00359050574911135
12,0.15,871.0,0.0035905057491070203
13,0.15,872.0,0.003590505749105244
14,0.15,873.0,0.0035905057491224524
15,0.15,874.0,0.0035905057491634196
16,0.15,875.0,0.00359050574919495
17,0.15,876.0,0.003590505749219708
18,0.15,877.0,0.003590505749240913
19,0.15166666666666667,878.0,0.0035905057492516823
20,0.15333333333333332,879.0,0.0035905057492675585
21,0.15333333333333332,880.0,0.0035905057492778836
22,0.15333333333333332,881.0,0.003590505749284545
23,0.15333333333333332,882.0,0.0035905057492887638
24,0.15333333333333332,883.0,0.0035905057492915393
25,0.15333333333333332,884.0,0.0035905057492887638
26,0.15333333333333332,885.0,0.003590505749290651
27,0.15333333333333332,886.0,0.0035905057492930936
28,0.15333333333333332,887.0,0.003590505749294759
29,0.15333333333333332,888.0,0.003590505749294981
30,0.15333333333333332,889.0,0.003590505749295314
31,0.15333333333333332,890.0,0.003590505749295536
32,0.15333333333333332,891.0,0.003590505749295647
33,0.155,892.0,0.003590505749295647
34,0.15666666666666668,893.0,0.003590505749295869
35,0.15833333333333333,894.0,0.00359050574929598
36,0.15833333333333333,895.0,0.0035905057492960912
37,0.16166666666666665,896.0,0.0035905057492960912
38,0.16166666666666665,897.0,0.00359050574929598
39,0.16166666666666665,898.0,0.00359050574929598
40,0.16333333333333333,899.0,0.0035905057492960912
41,0.16333333333333333,900.0,0.0035905057492960912
42,0.16333333333333333,901.0,0.0035905057492960912
43,0.16333333333333333,902.0,0.0035905057492960912
44,0.16333333333333333,903.0,0.0035905057492960912
45,0.16333333333333333,904.0,0.0035905057492960912
46,0.16333333333333333,905.0,0.0035905057492960912
47,0.16333333333333333,906.0,0.0035905057492960912
48,0.16333333333333333,907.0,0.0035905057492960912
