,tc,a_50,k_50
0,0.195,846.0,0.0007542272054691379
1,0.195,847.0,0.0007542272054691379
2,0.195,848.0,0.0007542272054691379
3,0.19666666666666666,849.0,0.0007542272054691379
4,0.19666666666666666,850.0,0.0007542272054691379
5,0.19833333333333333,851.0,0.0007542272054691379
6,0.19833333333333333,852.0,0.0007542272054691379
7,0.19833333333333333,853.0,0.0007542272054691379
8,0.19833333333333333,854.0,0.0007542272054691379
9,0.19833333333333333,855.0,0.0007542272054692489
10,0.19833333333333333,856.0,0.0007542272054692489
11,0.19833333333333333,857.0,0.0007542272054692489
12,0.19833333333333333,858.0,0.0007542272054692489
13,0.19833333333333333,859.0,0.0007542272054692489
14,0.19833333333333333,860.0,0.0007542272054692489
15,0.19833333333333333,861.0,0.0007542272054692489
16,0.19833333333333333,862.0,0.0007542272054692489
17,0.19833333333333333,863.0,0.00075422720546936
18,0.2,864.0,0.00075422720546936
19,0.2,865.0,0.00075422720546936
20,0.2,866.0,0.00075422720546936
21,0.2,867.0,0.00075422720546936
22,0.2,868.0,0.00075422720546936
23,0.2,869.0,0.000754227205469471
24,0.2,870.0,0.000754227205469471
25,0.2,871.0,0.000754227205469471
26,0.2,872.0,0.000754227205469471
27,0.2,873.0,0.000754227205469471
28,0.2,874.0,0.000754227205469582
29,0.2,875.0,0.000754227205469471
30,0.2,876.0,0.000754227205469471
31,0.2,877.0,0.000754227205469471
32,0.2,878.0,0.000754227205469582
33,0.2,879.0,0.000754227205469582
34,0.2,880.0,0.000754227205469582
35,0.2,881.0,0.000754227205469582
36,0.20166666666666666,882.0,0.000754227205469582
37,0.20166666666666666,883.0,0.000754227205469582
38,0.20333333333333334,884.0,0.000754227205469582
39,0.20333333333333334,885.0,0.000754227205469582
40,0.20333333333333334,886.0,0.000754227205469693
41,0.20333333333333334,887.0,0.000754227205469693
42,0.20333333333333334,888.0,0.000754227205469693
43,0.20333333333333334,889.0,0.000754227205469693
44,0.20333333333333334,890.0,0.000754227205469693
45,0.20333333333333334,891.0,0.000754227205469693
46,0.20333333333333334,892.0,0.000754227205469693
47,0.20333333333333334,893.0,0.000754227205469693
48,0.20333333333333334,894.0,0.000754227205469693
49,0.20333333333333334,895.0,0.000754227205469693
50,0.20333333333333334,896.0,0.000754227205469693
51,0.205,897.0,0.000754227205469693
52,0.205,898.0,0.000754227205469693
53,0.205,899.0,0.000754227205469693
54,0.205,900.0,0.000754227205469693
55,0.205,901.0,0.000754227205469693
56,0.205,902.0,0.000754227205469693
57,0.205,903.0,0.000754227205469693
58,0.20666666666666667,904.0,0.000754227205469693
59,0.20666666666666667,905.0,0.000754227205469693
60,0.20666666666666667,906.0,0.000754227205469693
61,0.20666666666666667,907.0,0.000754227205469693
62,0.20833333333333334,908.0,0.000754227205469693
63,0.20833333333333334,909.0,0.000754227205469804
64,0.20833333333333334,910.0,0.000754227205469804
65,0.20833333333333334,911.0,0.000754227205469804
66,0.20833333333333334,912.0,0.000754227205469804
67,0.20833333333333334,913.0,0.000754227205469804
68,0.20833333333333334,914.0,0.000754227205469804
69,0.20833333333333334,915.0,0.000754227205469804
70,0.20833333333333334,916.0,0.0007542272054699151
71,0.20833333333333334,917.0,0.0007542272054699151
72,0.20833333333333334,918.0,0.000754227205469804
73,0.20833333333333334,919.0,0.000754227205469804
74,0.20833333333333334,920.0,0.000754227205469804
75,0.20833333333333334,921.0,0.000754227205469804
76,0.20833333333333334,922.0,0.0007542272054699151
77,0.20833333333333334,923.0,0.000754227205469804
78,0.20833333333333334,924.0,0.0007542272054699151
79,0.20833333333333334,925.0,0.0007542272054699151
80,0.20833333333333334,926.0,0.0007542272054699151
81,0.20833333333333334,927.0,0.0007542272054699151
82,0.20833333333333334,928.0,0.0007542272054699151
83,0.20833333333333334,929.0,0.0007542272054699151
84,0.20833333333333334,930.0,0.0007542272054700261
85,0.20833333333333334,931.0,0.0007542272054700261
86,0.20833333333333334,932.0,0.0007542272054699151
87,0.20833333333333334,933.0,0.0007542272054699151
88,0.20833333333333334,934.0,0.0007542272054699151
89,0.20833333333333334,935.0,0.0007542272054700261
90,0.20833333333333334,936.0,0.0007542272054700261
91,0.20833333333333334,937.0,0.0007542272054699151
92,0.20833333333333334,938.0,0.0007542272054699151
93,0.21,939.0,0.0007542272054699151
94,0.21,940.0,0.0007542272054700261
95,0.21,941.0,0.0007542272054700261
96,0.21,942.0,0.0007542272054700261
97,0.21,943.0,0.0007542272054699151
98,0.21,944.0,0.0007542272054699151
99,0.21,945.0,0.0007542272054700261
100,0.21,946.0,0.0007542272054700261
101,0.21,947.0,0.0007542272054700261
102,0.21,948.0,0.0007542272054700261
103,0.21,949.0,0.0007542272054700261
104,0.21,950.0,0.0007542272054700261
105,0.21,951.0,0.0007542272054700261
106,0.21,952.0,0.0007542272054700261
107,0.21,953.0,0.0007542272054700261
108,0.21,954.0,0.0007542272054700261
109,0.21,955.0,0.0007542272054700261
110,0.21,956.0,0.0007542272054700261
111,0.21,957.0,0.0007542272054701371
112,0.21,958.0,0.0007542272054700261
113,0.21,959.0,0.0007542272054701371
114,0.21,960.0,0.0007542272054701371
115,0.21,961.0,0.0007542272054701371
116,0.21,962.0,0.0007542272054701371
117,0.21,963.0,0.0007542272054701371
118,0.21,964.0,0.0007542272054701371
119,0.21,965.0,0.0007542272054701371
120,0.21,966.0,0.0007542272054701371
121,0.21,967.0,0.0007542272054701371
122,0.21333333333333335,968.0,0.0007542272054701371
123,0.21333333333333335,969.0,0.0007542272054701371
124,0.21333333333333335,970.0,0.0007542272054701371
125,0.21333333333333335,971.0,0.0007542272054701371
126,0.21333333333333335,972.0,0.0007542272054701371
127,0.21333333333333335,973.0,0.0007542272054701371
128,0.21333333333333335,974.0,0.0007542272054701371
129,0.215,975.0,0.0007542272054701371
130,0.215,976.0,0.0007542272054702481
131,0.215,977.0,0.0007542272054702481
132,0.215,978.0,0.0007542272054701371
133,0.215,979.0,0.0007542272054701371
134,0.215,980.0,0.0007542272054701371
135,0.215,981.0,0.0007542272054701371
136,0.215,982.0,0.0007542272054701371
137,0.215,983.0,0.0007542272054701371
138,0.215,984.0,0.0007542272054701371
139,0.215,985.0,0.0007542272054701371
140,0.215,986.0,0.0007542272054701371
141,0.215,987.0,0.0007542272054701371
142,0.215,988.0,0.0007542272054701371
143,0.21666666666666667,989.0,0.0007542272054701371
144,0.21666666666666667,990.0,0.0007542272054701371
145,0.21666666666666667,991.0,0.0007542272054702481
146,0.21666666666666667,992.0,0.0007542272054701371
147,0.21666666666666667,993.0,0.0007542272054701371
148,0.21666666666666667,994.0,0.0007542272054701371
149,0.21666666666666667,995.0,0.0007542272054701371
150,0.21666666666666667,996.0,0.0007542272054702481
151,0.21666666666666667,997.0,0.0007542272054702481
152,0.21666666666666667,998.0,0.0007542272054702481
153,0.21666666666666667,999.0,0.0007542272054701371
154,0.21666666666666667,1000.0,0.0007542272054701371
155,0.21666666666666667,1001.0,0.0007542272054702481
156,0.21666666666666667,1002.0,0.0007542272054702481
157,0.21666666666666667,1003.0,0.0007542272054702481
158,0.21666666666666667,1004.0,0.0007542272054701371
159,0.21666666666666667,1005.0,0.0007542272054701371
160,0.21833333333333332,1006.0,0.0007542272054702481
161,0.21833333333333332,1007.0,0.0007542272054702481
162,0.21833333333333332,1008.0,0.0007542272054702481
163,0.21833333333333332,1009.0,0.0007542272054701371
164,0.21833333333333332,1010.0,0.0007542272054701371
165,0.21833333333333332,1011.0,0.0007542272054702481
166,0.21833333333333332,1012.0,0.0007542272054702481
167,0.21833333333333332,1013.0,0.0007542272054702481
168,0.21833333333333332,1014.0,0.0007542272054701371
169,0.21833333333333332,1015.0,0.0007542272054701371
170,0.21833333333333332,1016.0,0.0007542272054701371
171,0.21833333333333332,1017.0,0.0007542272054701371
172,0.21833333333333332,1018.0,0.0007542272054702481
173,0.21833333333333332,1019.0,0.0007542272054701371
174,0.21833333333333332,1020.0,0.0007542272054701371
175,0.21833333333333332,1021.0,0.0007542272054701371
176,0.21833333333333332,1022.0,0.0007542272054702481
177,0.21833333333333332,1023.0,0.0007542272054702481
178,0.21833333333333332,1024.0,0.0007542272054702481
179,0.21833333333333332,1025.0,0.0007542272054702481
180,0.21833333333333332,1026.0,0.0007542272054702481
181,0.21833333333333332,1027.0,0.0007542272054702481
182,0.21833333333333332,1028.0,0.0007542272054702481
183,0.21833333333333332,1029.0,0.0007542272054702481
184,0.21833333333333332,1030.0,0.0007542272054702481
185,0.22,1031.0,0.0007542272054702481
186,0.22,1032.0,0.0007542272054702481
187,0.22,1033.0,0.0007542272054702481
188,0.22166666666666668,1034.0,0.0007542272054702481
189,0.22166666666666668,1035.0,0.0007542272054702481
190,0.22166666666666668,1036.0,0.0007542272054702481
191,0.22333333333333333,1037.0,0.0007542272054702481
192,0.22333333333333333,1038.0,0.0007542272054702481
193,0.22333333333333333,1039.0,0.0007542272054702481
194,0.22333333333333333,1040.0,0.0007542272054702481
195,0.225,1041.0,0.0007542272054702481
196,0.22666666666666666,1042.0,0.0007542272054702481
197,0.22666666666666666,1043.0,0.0007542272054702481
198,0.22666666666666666,1044.0,0.0007542272054702481
199,0.22666666666666666,1045.0,0.0007542272054702481
200,0.22666666666666666,1046.0,0.0007542272054702481
201,0.22666666666666666,1047.0,0.0007542272054702481
202,0.22666666666666666,1048.0,0.0007542272054702481
203,0.22666666666666666,1049.0,0.0007542272054702481
204,0.22666666666666666,1050.0,0.0007542272054702481
205,0.22666666666666666,1051.0,0.0007542272054702481
206,0.22833333333333333,1052.0,0.0007542272054702481
207,0.22833333333333333,1053.0,0.0007542272054702481
208,0.22833333333333333,1054.0,0.0007542272054702481
209,0.22833333333333333,1055.0,0.0007542272054702481
210,0.22833333333333333,1056.0,0.0007542272054702481
211,0.22833333333333333,1057.0,0.0007542272054702481
212,0.22833333333333333,1058.0,0.0007542272054702481
213,0.22833333333333333,1059.0,0.0007542272054702481
214,0.22833333333333333,1060.0,0.0007542272054702481
215,0.22833333333333333,1061.0,0.0007542272054702481
216,0.22833333333333333,1062.0,0.0007542272054702481
217,0.22833333333333333,1063.0,0.0007542272054702481
218,0.22833333333333333,1064.0,0.0007542272054702481
219,0.22833333333333333,1065.0,0.0007542272054702481
220,0.22833333333333333,1066.0,0.0007542272054702481
221,0.22833333333333333,1067.0,0.0007542272054702481
222,0.23,1068.0,0.0007542272054702481
223,0.23,1069.0,0.0007542272054702481
224,0.23,1070.0,0.0007542272054701371
225,0.23166666666666666,1071.0,0.0007542272054702481
226,0.23166666666666666,1072.0,0.0007542272054702481
227,0.23166666666666666,1073.0,0.0007542272054702481
228,0.23166666666666666,1074.0,0.0007542272054701371
229,0.23166666666666666,1075.0,0.0007542272054701371
230,0.23166666666666666,1076.0,0.0007542272054701371
231,0.23166666666666666,1077.0,0.0007542272054701371
232,0.23166666666666666,1078.0,0.0007542272054701371
233,0.23166666666666666,1079.0,0.0007542272054701371
234,0.23166666666666666,1080.0,0.0007542272054701371
235,0.235,1081.0,0.0007542272054701371
236,0.235,1082.0,0.0007542272054700261
237,0.235,1083.0,0.0007542272054701371
238,0.235,1084.0,0.0007542272054701371
239,0.235,1085.0,0.0007542272054701371
240,0.235,1086.0,0.0007542272054700261
241,0.235,1087.0,0.0007542272054700261
242,0.235,1088.0,0.0007542272054700261
243,0.235,1089.0,0.0007542272054700261
244,0.235,1090.0,0.0007542272054700261
245,0.235,1091.0,0.0007542272054700261
246,0.23666666666666666,1092.0,0.0007542272054700261
247,0.23666666666666666,1093.0,0.0007542272054700261
248,0.23666666666666666,1094.0,0.0007542272054700261
